Timestamp,Type,Raw_Value,PPG_Mean_HR,PPG_SDNN,PPG_RMSSD,GSR_SCL_Mean,GSR_SCR_Amp,GSR_NSSCR_Freq
2026-05-04 22:29:42.060,P,47903,,,,,,
2026-05-04 22:29:42.061,P,1054,,,,,,
2026-05-04 22:29:42.121,P,212898,,,,,,
2026-05-04 22:29:42.122,P,117376,,,,,,
2026-05-04 22:29:42.123,P,41952,,,,,,
2026-05-04 22:29:42.181,P,18426,,,,,,
2026-05-04 22:29:42.182,P,186199,,,,,,
2026-05-04 22:29:42.183,P,31109,,,,,,
2026-05-04 22:29:42.240,P,232004,,,,,,
2026-05-04 22:29:42.240,P,123762,,,,,,
2026-05-04 22:29:42.300,P,154443,,,,,,
2026-05-04 22:29:42.301,P,40387,,,,,,
2026-05-04 22:29:42.301,P,14865,,,,,,
2026-05-04 22:29:42.360,P,192892,,,,,,
2026-05-04 22:29:42.360,P,24702,,,,,,
2026-05-04 22:29:42.361,P,185393,,,,,,
2026-05-04 22:29:42.420,P,26111,,,,,,
2026-05-04 22:29:42.421,P,17171,,,,,,
2026-05-04 22:29:42.421,P,141114,,,,,,
2026-05-04 22:29:42.540,P,65491,,,,,,
2026-05-04 22:29:42.541,P,229235,,,,,,
2026-05-04 22:29:42.541,P,38269,,,,,,
2026-05-04 22:29:42.601,P,179161,,,,,,
2026-05-04 22:29:42.602,P,247196,,,,,,
2026-05-04 22:29:42.604,P,120423,,,,,,
2026-05-04 22:29:42.662,P,105096,,,,,,
2026-05-04 22:29:42.663,P,23632,,,,,,
2026-05-04 22:29:42.664,P,149071,,,,,,
2026-05-04 22:29:42.720,P,237818,,,,,,
2026-05-04 22:29:42.720,P,79747,,,,,,
2026-05-04 22:29:42.721,P,157988,,,,,,
2026-05-04 22:29:42.780,P,62889,,,,,,
2026-05-04 22:29:42.781,P,110700,,,,,,
2026-05-04 22:29:42.781,P,195624,,,,,,
2026-05-04 22:29:42.841,P,139533,,,,,,
2026-05-04 22:29:42.842,P,156226,,,,,,
2026-05-04 22:29:42.901,P,181508,,,,,,
2026-05-04 22:29:42.902,P,10347,,,,,,
2026-05-04 22:29:42.904,P,153329,,,,,,
2026-05-04 22:29:42.905,P,203601,,,,,,
2026-05-04 22:29:42.960,P,22523,,,,,,
2026-05-04 22:29:42.961,P,247615,,,,,,
2026-05-04 22:29:42.961,P,214351,,,,,,
2026-05-04 22:29:43.020,P,124494,,,,,,
2026-05-04 22:29:43.020,P,174961,,,,,,
2026-05-04 22:29:43.021,P,1013,,,,,,
2026-05-04 22:29:43.080,G,1334,,,,,,
2026-05-04 22:29:43.082,G,529,,,,,,
2026-05-04 22:29:43.083,G,3168,,,,,,
2026-05-04 22:29:43.142,G,3882,,,,,,
2026-05-04 22:29:43.144,G,2502,,,,,,
2026-05-04 22:29:43.145,G,3239,,,,,,
2026-05-04 22:29:43.200,G,258,,,,,,
2026-05-04 22:29:43.201,G,3663,,,,,,
2026-05-04 22:29:43.202,FEATURE,,87.98881530761719,76290.4140625,112374.578125,2052.0,3624.0,4.0
2026-05-04 22:29:43.260,P,102326,,,,,,
2026-05-04 22:29:43.260,P,76209,,,,,,
2026-05-04 22:29:43.261,P,190727,,,,,,
2026-05-04 22:29:43.320,P,251954,,,,,,
2026-05-04 22:29:43.320,P,40884,,,,,,
2026-05-04 22:29:43.321,P,248961,,,,,,
2026-05-04 22:29:43.381,P,83362,,,,,,
2026-05-04 22:29:43.382,P,158740,,,,,,
2026-05-04 22:29:43.384,P,92716,,,,,,
2026-05-04 22:29:43.441,P,160322,,,,,,
2026-05-04 22:29:43.442,P,11252,,,,,,
2026-05-04 22:29:43.444,P,233115,,,,,,
2026-05-04 22:29:43.500,P,203487,,,,,,
2026-05-04 22:29:43.501,P,186760,,,,,,
2026-05-04 22:29:43.502,P,205794,,,,,,
2026-05-04 22:29:43.561,P,194309,,,,,,
2026-05-04 22:29:43.620,P,181061,,,,,,
2026-05-04 22:29:43.620,P,140337,,,,,,
2026-05-04 22:29:43.620,P,111494,,,,,,
2026-05-04 22:29:43.621,P,141505,,,,,,
2026-05-04 22:29:43.681,P,213012,,,,,,
2026-05-04 22:29:43.800,P,73295,,,,,,
2026-05-04 22:29:43.802,P,252709,,,,,,
2026-05-04 22:29:43.803,P,174055,,,,,,
2026-05-04 22:29:43.805,P,154199,,,,,,
2026-05-04 22:29:43.861,P,102102,,,,,,
2026-05-04 22:29:43.862,P,500,,,,,,
2026-05-04 22:29:43.863,P,107908,,,,,,
2026-05-04 22:29:43.921,P,209236,,,,,,
2026-05-04 22:29:43.923,P,228041,,,,,,
2026-05-04 22:29:43.924,P,162597,,,,,,
2026-05-04 22:29:43.981,P,115592,,,,,,
2026-05-04 22:29:43.983,P,91268,,,,,,
2026-05-04 22:29:43.984,P,134866,,,,,,
2026-05-04 22:29:44.040,P,96212,,,,,,
2026-05-04 22:29:44.040,P,107233,,,,,,
2026-05-04 22:29:44.041,P,72056,,,,,,
2026-05-04 22:29:44.100,P,175012,,,,,,
2026-05-04 22:29:44.101,P,226051,,,,,,
2026-05-04 22:29:44.102,P,202678,,,,,,
2026-05-04 22:29:44.162,P,71069,,,,,,
2026-05-04 22:29:44.164,P,229218,,,,,,
2026-05-04 22:29:44.165,P,144480,,,,,,
2026-05-04 22:29:44.220,P,88854,,,,,,
2026-05-04 22:29:44.220,P,19022,,,,,,
2026-05-04 22:29:44.221,P,143897,,,,,,
2026-05-04 22:29:44.280,P,176152,,,,,,
2026-05-04 22:29:44.280,P,176632,,,,,,
2026-05-04 22:29:44.281,P,33852,,,,,,
2026-05-04 22:29:44.340,P,34459,,,,,,
2026-05-04 22:29:44.341,P,82066,,,,,,
2026-05-04 22:29:44.341,P,90315,,,,,,
2026-05-04 22:29:44.400,P,149347,,,,,,
2026-05-04 22:29:44.400,P,218364,,,,,,
2026-05-04 22:29:44.401,P,64919,,,,,,
2026-05-04 22:29:44.461,P,198793,,,,,,
2026-05-04 22:29:44.463,P,49444,,,,,,
2026-05-04 22:29:44.465,P,92851,,,,,,
2026-05-04 22:29:44.520,P,118711,,,,,,
2026-05-04 22:29:44.521,P,245483,,,,,,
2026-05-04 22:29:44.521,P,246019,,,,,,
2026-05-04 22:29:44.580,P,257280,,,,,,
2026-05-04 22:29:44.581,P,42604,,,,,,
2026-05-04 22:29:44.582,P,106389,,,,,,
2026-05-04 22:29:44.640,P,31842,,,,,,
2026-05-04 22:29:44.640,P,28569,,,,,,
2026-05-04 22:29:44.641,P,1602,,,,,,
2026-05-04 22:29:44.700,P,177806,,,,,,
2026-05-04 22:29:44.700,P,64071,,,,,,
2026-05-04 22:29:44.701,P,169109,,,,,,
2026-05-04 22:29:44.761,P,160482,,,,,,
2026-05-04 22:29:44.763,P,248528,,,,,,
2026-05-04 22:29:44.764,P,138452,,,,,,
2026-05-04 22:29:44.821,P,160847,,,,,,
2026-05-04 22:29:44.822,G,2491,,,,,,
2026-05-04 22:29:44.824,G,632,,,,,,
2026-05-04 22:29:44.880,G,749,,,,,,
2026-05-04 22:29:44.881,G,2443,,,,,,
2026-05-04 22:29:44.881,G,3619,,,,,,
2026-05-04 22:29:44.940,G,2075,,,,,,
2026-05-04 22:29:44.941,G,992,,,,,,
2026-05-04 22:29:44.942,G,3242,,,,,,
2026-05-04 22:29:45.000,P,144462,,,,,,
2026-05-04 22:29:45.000,P,111001,,,,,,
2026-05-04 22:29:45.001,P,28092,,,,,,
2026-05-04 22:29:45.060,P,155274,,,,,,
2026-05-04 22:29:45.060,P,211771,,,,,,
2026-05-04 22:29:45.061,P,208922,,,,,,
2026-05-04 22:29:45.120,P,62166,,,,,,
2026-05-04 22:29:45.121,P,144742,,,,,,
2026-05-04 22:29:45.121,P,180959,,,,,,
2026-05-04 22:29:45.181,P,139683,,,,,,
2026-05-04 22:29:45.183,P,34108,,,,,,
2026-05-04 22:29:45.184,P,223058,,,,,,
2026-05-04 22:29:45.240,P,60323,,,,,,
2026-05-04 22:29:45.241,P,194017,,,,,,
2026-05-04 22:29:45.242,P,174283,,,,,,
2026-05-04 22:29:45.301,P,134426,,,,,,
2026-05-04 22:29:45.302,P,105608,,,,,,
2026-05-04 22:29:45.303,P,42453,,,,,,
2026-05-04 22:29:45.361,P,66342,,,,,,
2026-05-04 22:29:45.363,P,112638,,,,,,
2026-05-04 22:29:45.364,P,5518,,,,,,
2026-05-04 22:29:45.421,P,89088,,,,,,
2026-05-04 22:29:45.423,P,105257,,,,,,
2026-05-04 22:29:45.424,P,88706,,,,,,
2026-05-04 22:29:45.540,P,191720,,,,,,
2026-05-04 22:29:45.541,P,19621,,,,,,
2026-05-04 22:29:45.541,P,208884,,,,,,
2026-05-04 22:29:45.542,P,258470,,,,,,
2026-05-04 22:29:45.601,P,103123,,,,,,
2026-05-04 22:29:45.602,P,241805,,,,,,
2026-05-04 22:29:45.603,P,139747,,,,,,
2026-05-04 22:29:45.721,P,77610,,,,,,
2026-05-04 22:29:45.722,P,58180,,,,,,
2026-05-04 22:29:45.723,P,198788,,,,,,
2026-05-04 22:29:45.724,P,202640,,,,,,
2026-05-04 22:29:45.779,P,51738,,,,,,
2026-05-04 22:29:45.780,P,42573,,,,,,
2026-05-04 22:29:45.780,P,159867,,,,,,
2026-05-04 22:29:45.840,P,189184,,,,,,
2026-05-04 22:29:45.841,P,68539,,,,,,
2026-05-04 22:29:45.900,P,93842,,,,,,
2026-05-04 22:29:45.900,P,190346,,,,,,
2026-05-04 22:29:45.901,P,161567,,,,,,
2026-05-04 22:29:45.960,P,160288,,,,,,
2026-05-04 22:29:45.963,P,186584,,,,,,
2026-05-04 22:29:45.964,P,206066,,,,,,
2026-05-04 22:29:46.020,P,192814,,,,,,
2026-05-04 22:29:46.021,P,181280,,,,,,
2026-05-04 22:29:46.021,P,74976,,,,,,
2026-05-04 22:29:46.080,P,36136,,,,,,
2026-05-04 22:29:46.080,P,171905,,,,,,
2026-05-04 22:29:46.081,P,254195,,,,,,
2026-05-04 22:29:46.141,P,188177,,,,,,
2026-05-04 22:29:46.143,P,163817,,,,,,
2026-05-04 22:29:46.144,P,149219,,,,,,
2026-05-04 22:29:46.201,P,78990,,,,,,
2026-05-04 22:29:46.202,P,141202,,,,,,
2026-05-04 22:29:46.204,P,208906,,,,,,
2026-05-04 22:29:46.260,P,105430,,,,,,
2026-05-04 22:29:46.260,P,210991,,,,,,
2026-05-04 22:29:46.261,P,238032,,,,,,
2026-05-04 22:29:46.320,P,99995,,,,,,
2026-05-04 22:29:46.320,P,110879,,,,,,
2026-05-04 22:29:46.321,P,136701,,,,,,
2026-05-04 22:29:46.381,P,89211,,,,,,
2026-05-04 22:29:46.383,P,201761,,,,,,
2026-05-04 22:29:46.384,P,142926,,,,,,
2026-05-04 22:29:46.441,P,228217,,,,,,
2026-05-04 22:29:46.442,P,178303,,,,,,
2026-05-04 22:29:46.443,P,211935,,,,,,
2026-05-04 22:29:46.500,P,131258,,,,,,
2026-05-04 22:29:46.501,P,33613,,,,,,
2026-05-04 22:29:46.501,P,73482,,,,,,
2026-05-04 22:29:46.561,G,2857,,,,,,
2026-05-04 22:29:46.563,G,3903,,,,,,
2026-05-04 22:29:46.565,G,1629,,,,,,
2026-05-04 22:29:46.621,G,229,,,,,,
2026-05-04 22:29:46.622,G,2683,,,,,,
2026-05-04 22:29:46.623,G,3113,,,,,,
2026-05-04 22:29:46.680,G,1842,,,,,,
2026-05-04 22:29:46.681,FEATURE,,91.08177185058594,66422.5390625,95405.0234375,2108.699951171875,3802.0,5.0
2026-05-04 22:29:46.740,P,202759,,,,,,
2026-05-04 22:29:46.740,P,38157,,,,,,
2026-05-04 22:29:46.741,P,235124,,,,,,
2026-05-04 22:29:46.801,P,70629,,,,,,
2026-05-04 22:29:46.803,P,131413,,,,,,
2026-05-04 22:29:46.804,P,50430,,,,,,
2026-05-04 22:29:46.860,P,25432,,,,,,
2026-05-04 22:29:46.862,P,34926,,,,,,
2026-05-04 22:29:46.864,P,94041,,,,,,
2026-05-04 22:29:46.921,P,7446,,,,,,
2026-05-04 22:29:46.923,P,174608,,,,,,
2026-05-04 22:29:46.924,P,78550,,,,,,
2026-05-04 22:29:46.981,P,192562,,,,,,
2026-05-04 22:29:46.982,P,40968,,,,,,
2026-05-04 22:29:46.983,P,152934,,,,,,
2026-05-04 22:29:47.041,P,175860,,,,,,
2026-05-04 22:29:47.043,P,61271,,,,,,
2026-05-04 22:29:47.044,P,48225,,,,,,
2026-05-04 22:29:47.100,P,68915,,,,,,
2026-05-04 22:29:47.102,P,145178,,,,,,
2026-05-04 22:29:47.103,P,15369,,,,,,
2026-05-04 22:29:47.160,P,16654,,,,,,
2026-05-04 22:29:47.162,P,19789,,,,,,
2026-05-04 22:29:47.163,P,11778,,,,,,
2026-05-04 22:29:47.220,P,44600,,,,,,
2026-05-04 22:29:47.221,P,213212,,,,,,
2026-05-04 22:29:47.222,P,109070,,,,,,
2026-05-04 22:29:47.280,P,244519,,,,,,
2026-05-04 22:29:47.281,P,253286,,,,,,
2026-05-04 22:29:47.282,P,9122,,,,,,
2026-05-04 22:29:47.340,P,250666,,,,,,
2026-05-04 22:29:47.340,P,212300,,,,,,
2026-05-04 22:29:47.341,P,15325,,,,,,
2026-05-04 22:29:47.401,P,71728,,,,,,
2026-05-04 22:29:47.403,P,237069,,,,,,
2026-05-04 22:29:47.404,P,166817,,,,,,
2026-05-04 22:29:47.461,P,136524,,,,,,
2026-05-04 22:29:47.463,P,241682,,,,,,
2026-05-04 22:29:47.464,P,147688,,,,,,
2026-05-04 22:29:47.520,P,161965,,,,,,
2026-05-04 22:29:47.520,P,222429,,,,,,
2026-05-04 22:29:47.521,P,110668,,,,,,
2026-05-04 22:29:47.581,P,200574,,,,,,
2026-05-04 22:29:47.582,P,96696,,,,,,
2026-05-04 22:29:47.583,P,207648,,,,,,
2026-05-04 22:29:47.700,P,184820,,,,,,
2026-05-04 22:29:47.702,P,209809,,,,,,
2026-05-04 22:29:47.703,P,50382,,,,,,
2026-05-04 22:29:47.704,P,132803,,,,,,
2026-05-04 22:29:47.760,P,89576,,,,,,
2026-05-04 22:29:47.760,P,89617,,,,,,
2026-05-04 22:29:47.761,P,169678,,,,,,
2026-05-04 22:29:47.821,P,17009,,,,,,
2026-05-04 22:29:47.823,P,92338,,,,,,
2026-05-04 22:29:47.824,P,94904,,,,,,
2026-05-04 22:29:47.881,P,229200,,,,,,
2026-05-04 22:29:47.883,P,116651,,,,,,
2026-05-04 22:29:47.886,P,44611,,,,,,
2026-05-04 22:29:47.941,P,205628,,,,,,
2026-05-04 22:29:47.943,P,207599,,,,,,
2026-05-04 22:29:47.944,P,236948,,,,,,
2026-05-04 22:29:48.001,P,197982,,,,,,
2026-05-04 22:29:48.003,P,212980,,,,,,
2026-05-04 22:29:48.004,P,36932,,,,,,
2026-05-04 22:29:48.061,P,175326,,,,,,
2026-05-04 22:29:48.063,P,211570,,,,,,
2026-05-04 22:29:48.064,P,253472,,,,,,
2026-05-04 22:29:48.121,P,43890,,,,,,
2026-05-04 22:29:48.123,P,162843,,,,,,
2026-05-04 22:29:48.124,P,135348,,,,,,
2026-05-04 22:29:48.182,P,48779,,,,,,
2026-05-04 22:29:48.184,G,2290,,,,,,
2026-05-04 22:29:48.186,G,3273,,,,,,
2026-05-04 22:29:48.241,G,101,,,,,,
2026-05-04 22:29:48.243,G,3324,,,,,,
2026-05-04 22:29:48.244,G,1769,,,,,,
2026-05-04 22:29:48.323,G,209,,,,,,
2026-05-04 22:29:48.323,G,2904,,,,,,
2026-05-04 22:29:48.324,G,1446,,,,,,
